Variable,Session_Title,N,Mean,Std,Min,Max,Median,P_Value,Test_Type,Significant
Jump Height,2025-07-29,100,13.25,0.29,12.83,13.65,13.27,0.0,Kruskal-Wallis,***
Jump Height,Ankle/Foot WarmUp,8085,10.1,1.23,7.74,12.19,10.17,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 1-Advanced,71201,15.38,4.91,7.89,24.16,14.85,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 1-Advanced Jump Athletes,1400,20.78,1.52,17.42,24.16,21.15,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 1-Advanced Rotation Athletes,91769,11.83,3.67,7.89,22.33,10.12,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 1-Intermediate,816,9.97,0.82,7.89,11.14,10.1,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 2-Advanced,67966,15.46,4.81,9.04,24.16,14.89,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 2-Advanced Jump Athletes,2800,20.78,1.52,17.42,24.16,21.15,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 2-Advanced Rotation Athletes,76253,11.46,3.08,7.89,21.02,10.12,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 2-Intermediate,4896,9.97,0.82,7.89,11.14,10.1,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 3-Advanced,63673,15.59,4.9,7.89,24.16,15.41,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 3-Advanced Jump Athletes,1400,20.78,1.52,17.42,24.16,21.15,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 3-Advanced Rotation Athletes,23562,14.68,4.1,7.89,21.02,15.53,0.0,Kruskal-Wallis,***
Jump Height,Drive Day 3-Intermediate,816,9.97,0.82,7.89,11.14,10.1,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 1-Advanced,89288,15.57,3.53,7.83,22.33,16.09,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 1-Advanced Jump Athletes,2736,16.37,0.98,14.47,17.78,16.48,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 1-Advanced Rotation Athletes,46293,12.52,2.22,7.89,22.47,12.3,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 1-Intermediate,720,11.48,1.22,10.12,13.91,11.11,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 2-Advanced,86024,15.65,3.59,7.83,22.33,16.09,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 2-Advanced Jump Athletes,2736,16.37,0.98,14.47,17.78,16.48,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 2-Advanced Rotation Athletes,50613,12.73,2.21,7.89,22.47,12.4,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 2-Intermediate,544,11.7,1.3,10.12,13.91,11.55,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 3-Advanced,28664,19.39,2.05,12.22,22.33,20.08,0.0,Kruskal-Wallis,***
Jump Height,Explode Day 3-Advanced Rotation Athletes,20623,12.84,2.88,7.89,21.02,11.93,0.0,Kruskal-Wallis,***
Jump Height,Fitness Day 1,25548,16.22,4.04,7.74,22.33,15.59,0.0,Kruskal-Wallis,***
Jump Height,Fitness Day 2,31343,18.18,3.15,11.56,24.16,19.43,0.0,Kruskal-Wallis,***
Jump Height,Fitness Day 3,27430,18.18,3.01,11.56,24.16,19.4,0.0,Kruskal-Wallis,***
Jump Height,Fitness Day 4,10821,18.29,3.07,11.79,22.33,20.08,0.0,Kruskal-Wallis,***
Jump Height,Keira Mirror Work,1344,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Jump Height,Knee Progression Day 1,348,14.03,0.41,13.33,14.31,14.23,0.0,Kruskal-Wallis,***
Jump Height,Knee Progression Day 2,1392,14.03,0.41,13.33,14.31,14.23,0.0,Kruskal-Wallis,***
Jump Height,Knee Progression Day 3,1392,14.03,0.41,13.33,14.31,14.23,0.0,Kruskal-Wallis,***
Jump Height,Knee Progression Day 4,696,14.03,0.41,13.33,14.31,14.23,0.0,Kruskal-Wallis,***
Jump Height,Knee Progression Day 5,160,10.79,0.58,9.77,11.53,10.92,0.0,Kruskal-Wallis,***
Jump Height,Load Day 1-Advanced,120403,13.42,3.32,7.74,22.33,12.93,0.0,Kruskal-Wallis,***
Jump Height,Load Day 1-Advanced Jump Athletes,6624,18.3,3.96,8.59,24.16,20.22,0.0,Kruskal-Wallis,***
Jump Height,Load Day 1-Advanced Rotation Athletes,10185,13.69,2.11,8.59,16.79,14.45,0.0,Kruskal-Wallis,***
Jump Height,Load Day 1-Beginner,6376,11.02,1.16,8.37,13.22,10.99,0.0,Kruskal-Wallis,***
Jump Height,Load Day 1-Intermediate,17594,11.12,1.96,6.07,17.29,10.54,0.0,Kruskal-Wallis,***
Jump Height,Load Day 2-Advanced,117521,13.33,3.36,7.74,22.33,12.63,0.0,Kruskal-Wallis,***
Jump Height,Load Day 2-Advanced Jump Athletes,6516,18.71,3.49,8.59,24.16,20.22,0.0,Kruskal-Wallis,***
Jump Height,Load Day 2-Advanced Rotation Athletes,11037,13.93,1.99,9.16,16.79,14.69,0.0,Kruskal-Wallis,***
Jump Height,Load Day 2-Beginner,7441,10.91,1.22,8.37,13.22,10.87,0.0,Kruskal-Wallis,***
Jump Height,Load Day 2-Intermediate,15744,11.06,1.85,6.07,17.29,10.54,0.0,Kruskal-Wallis,***
Jump Height,Load Day 3-Advanced,46541,16.18,3.34,7.74,22.33,15.56,0.0,Kruskal-Wallis,***
Jump Height,Load Day 3-Advanced Jump Athletes,4824,18.19,3.81,8.59,24.16,18.7,0.0,Kruskal-Wallis,***
Jump Height,Load Day 3-Advanced Rotation Athletes,6696,14.09,1.87,9.16,16.37,14.89,0.0,Kruskal-Wallis,***
Jump Height,Load Day 3-Intermediate,2148,13.68,1.82,9.27,17.29,14.17,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 1-Advanced,30592,15.12,4.34,9.87,24.16,12.45,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 1-Advanced Rotation Athletes,28740,16.64,3.93,9.16,22.33,15.93,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 1-Beginner,608,8.65,0.4,7.94,9.23,8.69,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 1-Intermediate,1440,11.17,0.55,10.28,12.15,11.02,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 2-Advanced,33192,14.46,4.13,9.77,24.16,12.18,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 2-Advanced Rotation Athletes,27936,16.5,4.15,9.16,22.33,15.93,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 2-Beginner,760,8.65,0.4,7.94,9.23,8.69,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 2-Intermediate,1440,11.17,0.55,10.28,12.15,11.02,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 3-Advanced,12512,20.03,2.06,9.77,24.16,20.53,0.0,Kruskal-Wallis,***
Jump Height,Load/Drive Day 3-Advanced Rotation Athletes,23008,17.48,3.91,9.16,22.33,19.43,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 1-Advanced,261968,12.61,3.03,7.74,24.16,12.21,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 1-Advanced Jump Athletes,22248,16.57,1.8,8.59,24.16,16.49,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 1-Advanced Rotation Athletes,87554,15.14,3.99,7.74,22.47,14.48,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 1-Beginner,856,12.63,2.94,6.07,14.31,14.17,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 1-Intermediate,9547,10.92,1.65,6.07,13.43,10.94,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 2,238345,12.56,3.09,7.74,24.16,11.93,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 2 Jump Athletes,22192,16.25,1.39,8.59,18.67,16.48,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 2 Rotation Athletes,85154,15.2,3.98,7.74,22.47,14.49,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 2-Beginner,936,12.12,3.29,6.07,14.31,14.17,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 2-Intermediate,8492,11.05,1.59,7.94,13.43,11.07,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 3,88307,14.55,2.77,7.74,21.02,14.58,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 3 Jump Athletes,26984,16.38,1.15,8.59,18.67,16.48,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 3 Rotation Athletes,75202,15.31,4.15,7.74,22.47,14.49,0.0,Kruskal-Wallis,***
Jump Height,Load/Explode Day 3-Intermediate,1200,10.5,0.66,9.16,11.41,10.67,0.0,Kruskal-Wallis,***
Jump Height,Medball Circuit Day 1,17953,17.93,3.51,10.48,22.33,19.61,0.0,Kruskal-Wallis,***
Jump Height,Warm UP,1360625,13.59,4.16,6.07,24.16,12.3,0.0,Kruskal-Wallis,***
Jump Height,Week 1 Day 1,2436,14.03,0.41,13.33,14.31,14.23,0.0,Kruskal-Wallis,***
Jump Height,Week 1 Day 4,448,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Jump Height,Week 1 Day 7,448,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Jump Height,Week 2 Day 6,448,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Jump Height,Week 3 Day 4,448,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Jump Height,Week 3 Day 6,448,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Jump Height,Week 4 Day 7,448,15.59,0.69,14.31,16.79,15.69,0.0,Kruskal-Wallis,***
Peak Propulsive Power,2025-07-29,100,4285.24,87.68,4176.54,4414.83,4274.8,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Ankle/Foot WarmUp,8085,3224.83,267.04,2740.28,3719.44,3199.59,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 1-Advanced,71201,4483.51,1536.8,2549.83,6792.97,4340.91,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 1-Advanced Jump Athletes,1400,5354.22,254.06,4687.04,5775.1,5381.99,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 1-Advanced Rotation Athletes,91769,3524.32,949.12,2549.83,6792.97,3136.5,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 1-Intermediate,816,3256.91,245.74,2731.15,3701.9,3283.13,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 2-Advanced,67966,4481.21,1549.36,2549.83,6792.97,4221.71,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 2-Advanced Jump Athletes,2800,5354.22,254.02,4687.04,5775.1,5381.99,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 2-Advanced Rotation Athletes,76253,3405.03,797.09,2549.83,5745.56,3117.27,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 2-Intermediate,4896,3256.91,245.61,2731.15,3701.9,3283.13,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 3-Advanced,63673,4532.1,1563.29,2549.83,6792.97,4241.97,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 3-Advanced Jump Athletes,1400,5354.22,254.06,4687.04,5775.1,5381.99,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 3-Advanced Rotation Athletes,23562,4209.55,1098.37,2549.83,5745.56,4628.7,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Drive Day 3-Intermediate,816,3256.91,245.74,2731.15,3701.9,3283.13,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 1-Advanced,89288,4011.56,1253.94,1395.23,6792.97,3664.5,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 1-Advanced Jump Athletes,2736,3681.9,284.46,3037.36,3956.34,3756.88,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 1-Advanced Rotation Athletes,46293,3362.55,902.3,2266.45,7899.79,3053.65,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 1-Intermediate,720,2901.09,192.57,2491.68,3131.03,2941.91,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 2-Advanced,86024,4041.3,1285.62,1395.23,6792.97,3672.88,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 2-Advanced Jump Athletes,2736,3681.9,284.46,3037.36,3956.34,3756.88,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 2-Advanced Rotation Athletes,50613,3374.39,890.86,2266.45,7899.79,3176.65,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 2-Intermediate,544,2867.47,205.23,2491.68,3131.03,2913.83,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 3-Advanced,28664,5446.43,1063.52,3037.36,6792.97,5838.45,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Explode Day 3-Advanced Rotation Athletes,20623,3924.12,697.35,2549.83,5693.74,3897.38,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Fitness Day 1,25548,4711.78,1313.46,2740.28,6792.97,4080.37,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Fitness Day 2,31343,5253.5,1169.43,2919.11,6792.97,5706.98,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Fitness Day 3,27430,5239.18,1158.08,2919.11,7899.79,5630.58,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Fitness Day 4,10821,5351.8,1154.37,3488.04,6792.97,5885.91,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Keira Mirror Work,1344,2881.61,106.04,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Knee Progression Day 1,348,3117.25,91.89,2971.11,3203.05,3147.41,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Knee Progression Day 2,1392,3117.25,91.79,2971.11,3203.05,3147.41,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Knee Progression Day 3,1392,3117.25,91.79,2971.11,3203.05,3147.41,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Knee Progression Day 4,696,3117.25,91.82,2971.11,3203.05,3147.41,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Knee Progression Day 5,160,3150.73,176.93,2898.37,3466.23,3173.71,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 1-Advanced,120403,3601.27,1118.09,1395.23,6792.97,3497.53,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 1-Advanced Jump Athletes,6624,4562.95,1127.94,2137.85,5775.1,5232.83,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 1-Advanced Rotation Athletes,10185,3957.22,647.65,2137.85,5040.94,3996.73,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 1-Beginner,6376,2582.14,541.62,1556.6,3808.53,2420.75,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 1-Intermediate,17594,2775.9,434.47,1556.6,3962.19,2780.92,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 2-Advanced,117521,3589.47,1133.87,1395.23,6792.97,3464.79,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 2-Advanced Jump Athletes,6516,4627.6,1058.48,2137.85,5775.1,5232.83,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 2-Advanced Rotation Athletes,11037,4049.55,514.72,2400.55,5040.94,4000.72,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 2-Beginner,7441,2459.3,551.28,1556.6,3808.53,2319.22,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 2-Intermediate,15744,2839.48,360.57,1912.7,3962.19,2909.29,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 3-Advanced,46541,4550.05,1158.1,2137.85,6792.97,3961.52,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 3-Advanced Jump Athletes,4824,4489.47,1111.68,2137.85,5775.1,5051.12,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 3-Advanced Rotation Athletes,6696,4150.16,431.93,2400.55,5040.94,4181.83,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load Day 3-Intermediate,2148,3047.17,259.23,2400.55,3522.17,3107.79,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 1-Advanced,30592,3968.61,1249.58,2675.28,6792.97,3257.3,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 1-Advanced Rotation Athletes,28740,4842.51,1354.02,2491.68,6792.97,4690.41,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 1-Beginner,608,2513.06,114.64,2384.08,2732.26,2468.6,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 1-Intermediate,1440,2284.14,66.02,2168.14,2417.69,2283.86,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 2-Advanced,33192,3798.54,1197.54,2675.28,6792.97,3136.5,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 2-Advanced Rotation Athletes,27936,4913.32,1332.22,2491.68,6792.97,4789.31,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 2-Beginner,760,2513.06,114.62,2384.08,2732.26,2468.6,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 2-Intermediate,1440,2284.14,66.02,2168.14,2417.69,2283.86,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 3-Advanced,12512,5337.21,771.56,2898.37,6792.97,5390.17,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Drive Day 3-Advanced Rotation Athletes,23008,5330.35,1075.77,2898.37,6792.97,5752.1,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 1-Advanced,261968,3405.87,727.84,1395.23,7899.79,3203.05,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 1-Advanced Jump Athletes,22248,3818.37,533.38,2137.85,5775.1,3845.94,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 1-Advanced Rotation Athletes,87554,4200.59,1402.4,2423.01,7899.79,3743.1,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 1-Beginner,856,3049.29,176.41,2566.08,3203.05,3107.79,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 1-Intermediate,9547,2758.45,768.15,1912.7,5040.94,2498.2,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 2,238345,3410.0,730.27,1395.23,7899.79,3170.26,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 2 Jump Athletes,22192,3684.18,344.09,2137.85,4506.68,3756.88,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 2 Rotation Athletes,85154,4182.05,1421.44,2423.01,7899.79,3737.91,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 2-Beginner,936,3024.02,192.86,2566.08,3203.05,3107.79,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 2-Intermediate,8492,2771.96,799.57,1912.7,5040.94,2498.2,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 3,88307,3922.46,693.61,2424.66,5745.56,3827.57,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 3 Jump Athletes,26984,3724.44,348.28,2137.85,4506.68,3805.23,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 3 Rotation Athletes,75202,4306.63,1436.02,2424.66,7899.79,3793.14,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Load/Explode Day 3-Intermediate,1200,4620.24,297.7,4065.54,5040.94,4728.14,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Medball Circuit Day 1,17953,5296.36,1172.18,3250.75,6792.97,5734.01,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Warm UP,1360625,3800.99,1348.23,1395.23,6792.97,3250.75,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 1 Day 1,2436,3117.25,91.77,2971.11,3203.05,3147.41,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 1 Day 4,448,2881.61,106.12,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 1 Day 7,448,2881.61,106.12,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 2 Day 6,448,2881.61,106.12,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 3 Day 4,448,2881.61,106.12,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 3 Day 6,448,2881.61,106.12,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Peak Propulsive Power,Week 4 Day 7,448,2881.61,106.12,2765.17,3095.74,2837.49,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,2025-07-29,100,2347.09,100.17,2215.99,2495.04,2338.65,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Ankle/Foot WarmUp,8085,1397.8,83.2,1185.4,1538.4,1412.11,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 1-Advanced,71201,2244.94,910.03,1128.53,3685.86,2195.0,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 1-Advanced Jump Athletes,1400,2712.94,211.73,2195.0,3109.2,2687.27,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 1-Advanced Rotation Athletes,91769,1751.26,510.86,1128.53,3685.86,1576.34,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 1-Intermediate,816,1679.1,113.28,1517.47,1970.79,1683.91,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 2-Advanced,67966,2243.92,921.21,1128.53,3685.86,2062.26,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 2-Advanced Jump Athletes,2800,2712.94,211.69,2195.0,3109.2,2687.27,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 2-Advanced Rotation Athletes,76253,1669.71,412.02,1128.53,2901.6,1566.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 2-Intermediate,4896,1679.1,113.22,1517.47,1970.79,1683.91,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 3-Advanced,63673,2277.38,928.64,1128.53,3685.86,2089.4,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 3-Advanced Jump Athletes,1400,2712.94,211.73,2195.0,3109.2,2687.27,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 3-Advanced Rotation Athletes,23562,2051.05,610.48,1128.53,2901.6,2202.63,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Drive Day 3-Intermediate,816,1679.1,113.28,1517.47,1970.79,1683.91,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 1-Advanced,89288,1956.06,746.86,615.71,3685.86,1792.59,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 1-Advanced Jump Athletes,2736,1809.62,114.37,1563.84,1957.85,1817.55,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 1-Advanced Rotation Athletes,46293,1548.65,416.36,1042.96,3854.03,1356.18,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 1-Intermediate,720,1286.65,68.61,1126.95,1406.91,1257.3,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 2-Advanced,86024,1968.97,769.31,615.71,3685.86,1792.59,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 2-Advanced Jump Athletes,2736,1809.62,114.37,1563.84,1957.85,1817.55,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 2-Advanced Rotation Athletes,50613,1552.04,408.93,1042.96,3854.03,1362.2,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 2-Intermediate,544,1282.28,68.36,1126.95,1406.91,1257.3,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 3-Advanced,28664,2840.99,622.24,1563.84,3685.86,2973.65,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Explode Day 3-Advanced Rotation Athletes,20623,1771.22,376.99,1117.61,2901.6,1755.1,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Fitness Day 1,25548,2307.21,833.33,1185.4,3685.86,1861.36,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Fitness Day 2,31343,2664.28,740.51,1233.74,3685.86,2884.98,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Fitness Day 3,27430,2650.79,724.21,1233.74,3854.03,2808.46,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Fitness Day 4,10821,2717.5,757.29,1430.06,3685.86,3097.08,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Keira Mirror Work,1344,1386.2,49.03,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Knee Progression Day 1,348,1595.92,42.26,1554.95,1657.24,1585.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Knee Progression Day 2,1392,1595.92,42.22,1554.95,1657.24,1585.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Knee Progression Day 3,1392,1595.92,42.22,1554.95,1657.24,1585.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Knee Progression Day 4,696,1595.92,42.23,1554.95,1657.24,1585.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Knee Progression Day 5,160,1638.36,123.36,1413.69,1873.09,1654.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 1-Advanced,120403,1731.89,633.2,615.71,3685.86,1569.63,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 1-Advanced Jump Athletes,6624,2279.64,626.56,1005.02,3109.2,2627.69,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 1-Advanced Rotation Athletes,10185,1843.97,338.99,1005.02,2437.4,1894.39,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 1-Beginner,6376,1115.08,246.25,696.83,1633.99,1023.97,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 1-Intermediate,17594,1307.41,283.18,696.83,1839.46,1278.78,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 2-Advanced,117521,1721.94,645.1,615.71,3685.86,1533.87,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 2-Advanced Jump Athletes,6516,2315.28,589.8,1005.02,3109.2,2627.69,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 2-Advanced Rotation Athletes,11037,1878.16,289.92,1117.61,2437.4,1887.91,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 2-Beginner,7441,1086.11,230.97,696.83,1633.99,1013.3,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 2-Intermediate,15744,1332.39,275.42,696.83,1839.46,1372.97,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 3-Advanced,46541,2257.4,712.98,1005.02,3685.86,1940.63,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 3-Advanced Jump Athletes,4824,2238.62,617.05,1005.02,3109.2,2509.43,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load Day 3-Advanced Rotation Athletes,6696,1919.62,282.45,1117.61,2437.4,1921.5,0.0,Kruskal-Wallis,***
